docid,title,abstract,url,published,authors
250,Real-time Spatial Retrieval Augmented Generation for Urban Environments,"The proliferation of Generative Artificial Ingelligence (AI), especially
Large Language Models, presents transformative opportunities for urban
applications through Urban Foundation Models. However, base models face
limitations, as they only contain the knowledge available at the time of
training, and updating them is both time-consuming and costly. Retrieval
Augmented Generation (RAG) has emerged in the literature as the preferred
approach for injecting contextual information into Foundation Models. It
prevails over techniques such as fine-tuning, which are less effective in
dynamic, real-time scenarios like those found in urban environments. However,
traditional RAG architectures, based on semantic databases, knowledge graphs,
structured data, or AI-powered web searches, do not fully meet the demands of
urban contexts. Urban environments are complex systems characterized by large
volumes of interconnected data, frequent updates, real-time processing
requirements, security needs, and strong links to the physical world. This work
proposes a real-time spatial RAG architecture that defines the necessary
components for the effective integration of generative AI into cities,
leveraging temporal and spatial filtering capabilities through linked data. The
proposed architecture is implemented using FIWARE, an ecosystem of software
components to develop smart city solutions and digital twins. The design and
implementation are demonstrated through the use case of a tourism assistant in
the city of Madrid. The use case serves to validate the correct integration of
Foundation Models through the proposed RAG architecture.",http://arxiv.org/abs/2505.02271v1,5/4/25,"David Nazareno Campo, Javier Conde, lvaro Alonso, Gabriel Huecas, Joaqun Salvacha, Pedro Reviriego"
251,Ask in Any Modality: A Comprehensive Survey on Multimodal Retrieval-Augmented Generation,"Large Language Models (LLMs) struggle with hallucinations and outdated
knowledge due to their reliance on static training data. Retrieval-Augmented
Generation (RAG) mitigates these issues by integrating external dynamic
information enhancing factual and updated grounding. Recent advances in
multimodal learning have led to the development of Multimodal RAG,
incorporating multiple modalities such as text, images, audio, and video to
enhance the generated outputs. However, cross-modal alignment and reasoning
introduce unique challenges to Multimodal RAG, distinguishing it from
traditional unimodal RAG. This survey offers a structured and comprehensive
analysis of Multimodal RAG systems, covering datasets, metrics, benchmarks,
evaluation, methodologies, and innovations in retrieval, fusion, augmentation,
and generation. We precisely review training strategies, robustness
enhancements, and loss functions, while also exploring the diverse Multimodal
RAG scenarios. Furthermore, we discuss open challenges and future research
directions to support advancements in this evolving field. This survey lays the
foundation for developing more capable and reliable AI systems that effectively
leverage multimodal dynamic external knowledge bases. Resources are available
at https://github.com/llm-lab-org/Multimodal-RAG-Survey.",http://arxiv.org/abs/2502.08826v2,2/12/25,"Mohammad Mahdi Abootorabi, Amirhosein Zobeiri, Mahdi Dehghani, Mohammadali Mohammadkhani, Bardia Mohammadi, Omid Ghahroodi, Mahdieh Soleymani Baghshah, Ehsaneddin Asgari"
252,Retrieval-Augmented Machine Translation with Unstructured Knowledge,"Retrieval-augmented generation (RAG) introduces additional information to
enhance large language models (LLMs). In machine translation (MT), previous
work typically retrieves in-context examples from paired MT corpora, or
domain-specific knowledge from knowledge graphs, to enhance models' MT ability.
However, a large amount of world knowledge is organized in unstructured
documents, and might not be fully paired across different languages. In this
paper, we study retrieval-augmented MT using unstructured documents.
Specifically, we build RAGtrans, the first benchmark to train and evaluate
LLMs' retrieval-augmented MT ability. RAGtrans contains 79K MT samples
collected via GPT-4o and human translators. Besides, documents from different
languages are also provided to supply the knowledge to these samples. Based on
RAGtrans, we further propose a multi-task training method to teach LLMs how to
use information from multilingual documents during their translation. The
method uses existing multilingual corpora to create auxiliary training
objectives without additional labeling requirements. Extensive experiments show
that the method improves LLMs by 1.58-3.09 BLEU and 1.00-2.03 COMET scores.",http://arxiv.org/abs/2412.04342v1,12/5/24,"Jiaan Wang, Fandong Meng, Yingxue Zhang, Jie Zhou"
253,Dynamic Semantic Graph Construction and Reasoning for Explainable Multi-hop Science Question Answering,"Knowledge retrieval and reasoning are two key stages in multi-hop question
answering (QA) at web scale. Existing approaches suffer from low confidence
when retrieving evidence facts to fill the knowledge gap and lack transparent
reasoning process. In this paper, we propose a new framework to exploit more
valid facts while obtaining explainability for multi-hop QA by dynamically
constructing a semantic graph and reasoning over it. We employ Abstract Meaning
Representation (AMR) as semantic graph representation. Our framework contains
three new ideas: (a) {\tt AMR-SG}, an AMR-based Semantic Graph, constructed by
candidate fact AMRs to uncover any hop relations among question, answer and
multiple facts. (b) A novel path-based fact analytics approach exploiting {\tt
AMR-SG} to extract active facts from a large fact pool to answer questions. (c)
A fact-level relation modeling leveraging graph convolution network (GCN) to
guide the reasoning process. Results on two scientific multi-hop QA datasets
show that we can surpass recent approaches including those using additional
knowledge graphs while maintaining high explainability on OpenBookQA and
achieve a new state-of-the-art result on ARC-Challenge in a computationally
practicable setting.",http://arxiv.org/abs/2105.11776v1,5/25/21,"Weiwen Xu, Huihui Zhang, Deng Cai, Wai Lam"
254,CRAT: A Multi-Agent Framework for Causality-Enhanced Reflective and Retrieval-Augmented Translation with Large Language Models,"Large language models (LLMs) have shown great promise in machine translation,
but they still struggle with contextually dependent terms, such as new or
domain-specific words. This leads to inconsistencies and errors that are
difficult to address. Existing solutions often depend on manual identification
of such terms, which is impractical given the complexity and evolving nature of
language. While Retrieval-Augmented Generation (RAG) could provide some
assistance, its application to translation is limited by issues such as
hallucinations from information overload. In this paper, we propose CRAT, a
novel multi-agent translation framework that leverages RAG and
causality-enhanced self-reflection to address these challenges. This framework
consists of several specialized agents: the Unknown Terms Identification agent
detects unknown terms within the context, the Knowledge Graph (KG) Constructor
agent extracts relevant internal knowledge about these terms and retrieves
bilingual information from external sources, the Causality-enhanced Judge agent
validates the accuracy of the information, and the Translator agent
incorporates the refined information into the final output. This automated
process allows for more precise and consistent handling of key terms during
translation. Our results show that CRAT significantly improves translation
accuracy, particularly in handling context-sensitive terms and emerging
vocabulary.",http://arxiv.org/abs/2410.21067v1,10/28/24,"Meiqi Chen, Fandong Meng, Yingxue Zhang, Yan Zhang, Jie Zhou"
255,Fast or Better? Balancing Accuracy and Cost in Retrieval-Augmented Generation with Flexible User Control,"Retrieval-Augmented Generation (RAG) has emerged as a powerful approach to
mitigate large language model (LLM) hallucinations by incorporating external
knowledge retrieval. However, existing RAG frameworks often apply retrieval
indiscriminately,leading to inefficiencies-over-retrieving when unnecessary or
failing to retrieve iteratively when required for complex reasoning. Recent
adaptive retrieval strategies, though adaptively navigates these retrieval
strategies, predict only based on query complexity and lacks user-driven
flexibility, making them infeasible for diverse user application needs. In this
paper, we introduce a novel user-controllable RAG framework that enables
dynamic adjustment of the accuracy-cost trade-off. Our approach leverages two
classifiers: one trained to prioritize accuracy and another to prioritize
retrieval efficiency. Via an interpretable control parameter $\alpha$, users
can seamlessly navigate between minimal-cost retrieval and high-accuracy
retrieval based on their specific requirements. We empirically demonstrate that
our approach effectively balances accuracy, retrieval cost, and user
controllability, making it a practical and adaptable solution for real-world
applications.",http://arxiv.org/abs/2502.12145v1,2/17/25,"Jinyan Su, Jennifer Healey, Preslav Nakov, Claire Cardie"
256,"A Survey of Large Language Models on Generative Graph Analytics: Query, Learning, and Applications","A graph is a fundamental data model to represent various entities and their
complex relationships in society and nature, such as social networks,
transportation networks, financial networks, and biomedical systems. Recently,
large language models (LLMs) have showcased a strong generalization ability to
handle various NLP and multi-mode tasks to answer users' arbitrary questions
and specific-domain content generation. Compared with graph learning models,
LLMs enjoy superior advantages in addressing the challenges of generalizing
graph tasks by eliminating the need for training graph learning models and
reducing the cost of manual annotation. In this survey, we conduct a
comprehensive investigation of existing LLM studies on graph data, which
summarizes the relevant graph analytics tasks solved by advanced LLM models and
points out the existing remaining challenges and future directions.
Specifically, we study the key problems of LLM-based generative graph analytics
(LLM-GGA) with three categories: LLM-based graph query processing (LLM-GQP),
LLM-based graph inference and learning (LLM-GIL), and graph-LLM-based
applications. LLM-GQP focuses on an integration of graph analytics techniques
and LLM prompts, including graph understanding and knowledge graph (KG) based
augmented retrieval, while LLM-GIL focuses on learning and reasoning over
graphs, including graph learning, graph-formed reasoning and graph
representation. We summarize the useful prompts incorporated into LLM to handle
different graph downstream tasks. Moreover, we give a summary of LLM model
evaluation, benchmark datasets/tasks, and a deep pro and cons analysis of LLM
models. We also explore open problems and future directions in this exciting
interdisciplinary research area of LLMs and graph analytics.",http://arxiv.org/abs/2404.14809v1,4/23/24,"Wenbo Shang, Xin Huang"
257,Neural-Symbolic Reasoning over Knowledge Graph for Multi-stage Explainable Recommendation,"Recent work on recommender systems has considered external knowledge graphs
as valuable sources of information, not only to produce better recommendations
but also to provide explanations of why the recommended items were chosen. Pure
rule-based symbolic methods provide a transparent reasoning process over
knowledge graph but lack generalization ability to unseen examples, while deep
learning models enhance powerful feature representation ability but are hard to
interpret. Moreover, direct reasoning over large-scale knowledge graph can be
costly due to the huge search space of pathfinding. We approach the problem
through a novel coarse-to-fine neural symbolic reasoning method called NSER. It
first generates a coarse-grained explanation to capture abstract user
behavioral pattern, followed by a fined-grained explanation accompanying with
explicit reasoning paths and recommendations inferred from knowledge graph. We
extensively experiment on four real-world datasets and observe substantial
gains of recommendation performance compared with state-of-the-art methods as
well as more diversified explanations in different granularity.",http://arxiv.org/abs/2007.13207v1,7/26/20,"Yikun Xian, Zuohui Fu, Qiaoying Huang, S Muthukrishnan, Yongfeng Zhang"
258,Structure Guided Multi-modal Pre-trained Transformer for Knowledge Graph Reasoning,"Multimodal knowledge graphs (MKGs), which intuitively organize information in
various modalities, can benefit multiple practical downstream tasks, such as
recommendation systems, and visual question answering. However, most MKGs are
still far from complete, which motivates the flourishing of MKG reasoning
models. Recently, with the development of general artificial architectures, the
pretrained transformer models have drawn increasing attention, especially for
multimodal scenarios. However, the research of multimodal pretrained
transformer (MPT) for knowledge graph reasoning (KGR) is still at an early
stage. As the biggest difference between MKG and other multimodal data, the
rich structural information underlying the MKG still cannot be fully leveraged
in existing MPT models. Most of them only utilize the graph structure as a
retrieval map for matching images and texts connected with the same entity.
This manner hinders their reasoning performances. To this end, we propose the
graph Structure Guided Multimodal Pretrained Transformer for knowledge graph
reasoning, termed SGMPT. Specifically, the graph structure encoder is adopted
for structural feature encoding. Then, a structure-guided fusion module with
two different strategies, i.e., weighted summation and alignment constraint, is
first designed to inject the structural information into both the textual and
visual features. To the best of our knowledge, SGMPT is the first MPT model for
multimodal KGR, which mines the structural information underlying the knowledge
graph. Extensive experiments on FB15k-237-IMG and WN18-IMG, demonstrate that
our SGMPT outperforms existing state-of-the-art models, and prove the
effectiveness of the designed strategies.",http://arxiv.org/abs/2307.03591v1,7/6/23,"Ke Liang, Sihang Zhou, Yue Liu, Lingyuan Meng, Meng Liu, Xinwang Liu"
259,Retrieval Meets Reasoning: Even High-school Textbook Knowledge Benefits Multimodal Reasoning,"Large language models equipped with retrieval-augmented generation (RAG)
represent a burgeoning field aimed at enhancing answering capabilities by
leveraging external knowledge bases. Although the application of RAG with
language-only models has been extensively explored, its adaptation into
multimodal vision-language models remains nascent. Going beyond mere answer
generation, the primary goal of multimodal RAG is to cultivate the models'
ability to reason in response to relevant queries. To this end, we introduce a
novel multimodal RAG framework named RMR (Retrieval Meets Reasoning). The RMR
framework employs a bi-modal retrieval module to identify the most relevant
question-answer pairs, which then serve as scaffolds for the multimodal
reasoning process. This training-free approach not only encourages the model to
engage deeply with the reasoning processes inherent in the retrieved content
but also facilitates the generation of answers that are precise and richly
interpretable. Surprisingly, utilizing solely the ScienceQA dataset, collected
from elementary and high school science curricula, RMR significantly boosts the
performance of various vision-language models across a spectrum of benchmark
datasets, including A-OKVQA, MMBench, and SEED. These outcomes highlight the
substantial potential of our multimodal retrieval and reasoning mechanism to
improve the reasoning capabilities of vision-language models.",http://arxiv.org/abs/2405.20834v1,5/31/24,"Cheng Tan, Jingxuan Wei, Linzhuang Sun, Zhangyang Gao, Siyuan Li, Bihui Yu, Ruifeng Guo, Stan Z Li"
260,Effective and Transparent RAG: Adaptive-Reward Reinforcement Learning for Decision Traceability,"Retrieval-Augmented Generation (RAG) has significantly improved the
performance of large language models (LLMs) on knowledge-intensive domains.
However, although RAG achieved successes across distinct domains, there are
still some unsolved challenges: 1) Effectiveness. Existing research mainly
focuses on developing more powerful RAG retrievers, but how to enhance the
generator's (LLM's) ability to utilize the retrieved information for reasoning
and generation? 2) Transparency. Most RAG methods ignore which retrieved
content actually contributes to the reasoning process, resulting in a lack of
interpretability and visibility. To address this, we propose ARENA
(Adaptive-Rewarded Evidence Navigation Agent), a transparent RAG generator
framework trained via reinforcement learning (RL) with our proposed rewards.
Based on the structured generation and adaptive reward calculation, our
RL-based training enables the model to identify key evidence, perform
structured reasoning, and generate answers with interpretable decision traces.
Applied to Qwen2.5-7B-Instruct and Llama3.1-8B-Instruct, abundant experiments
with various RAG baselines demonstrate that our model achieves 10-30%
improvements on all multi-hop QA datasets, which is comparable with the SOTA
Commercially-developed LLMs (e.g., OpenAI-o1, DeepSeek-R1). Further analyses
show that ARENA has strong flexibility to be adopted on new datasets without
extra training. Our models and codes are publicly released.",http://arxiv.org/abs/2505.13258v1,5/19/25,"Jingyi Ren, Yekun Xu, Xiaolong Wang, Weitao Li, Weizhi Ma, Yang Liu"
261,CBR-RAG: Case-Based Reasoning for Retrieval Augmented Generation in LLMs for Legal Question Answering,"Retrieval-Augmented Generation (RAG) enhances Large Language Model (LLM)
output by providing prior knowledge as context to input. This is beneficial for
knowledge-intensive and expert reliant tasks, including legal
question-answering, which require evidence to validate generated text outputs.
We highlight that Case-Based Reasoning (CBR) presents key opportunities to
structure retrieval as part of the RAG process in an LLM. We introduce CBR-RAG,
where CBR cycle's initial retrieval stage, its indexing vocabulary, and
similarity knowledge containers are used to enhance LLM queries with
contextually relevant cases. This integration augments the original LLM query,
providing a richer prompt. We present an evaluation of CBR-RAG, and examine
different representations (i.e. general and domain-specific embeddings) and
methods of comparison (i.e. inter, intra and hybrid similarity) on the task of
legal question-answering. Our results indicate that the context provided by
CBR's case reuse enforces similarity between relevant components of the
questions and the evidence base leading to significant improvements in the
quality of generated answers.",http://arxiv.org/abs/2404.04302v1,4/4/24,"Nirmalie Wiratunga, Ramitha Abeyratne, Lasal Jayawardena, Kyle Martin, Stewart Massie, Ikechukwu NkisiOrji, Ruvan Weerasinghe, Anne Liret, Bruno Fleisch"
262,FABULA: Intelligence Report Generation Using Retrieval-Augmented Narrative Construction,"Narrative construction is the process of representing disparate event
information into a logical plot structure that models an end to end story.
Intelligence analysis is an example of a domain that can benefit tremendously
from narrative construction techniques, particularly in aiding analysts during
the largely manual and costly process of synthesizing event information into
comprehensive intelligence reports. Manual intelligence report generation is
often prone to challenges such as integrating dynamic event information,
writing fine-grained queries, and closing information gaps. This motivates the
development of a system that retrieves and represents critical aspects of
events in a form that aids in automatic generation of intelligence reports.
  We introduce a Retrieval Augmented Generation (RAG) approach to augment
prompting of an autoregressive decoder by retrieving structured information
asserted in a knowledge graph to generate targeted information based on a
narrative plot model. We apply our approach to the problem of neural
intelligence report generation and introduce FABULA, framework to augment
intelligence analysis workflows using RAG. An analyst can use FABULA to query
an Event Plot Graph (EPG) to retrieve relevant event plot points, which can be
used to augment prompting of a Large Language Model (LLM) during intelligence
report generation. Our evaluation studies show that the plot points included in
the generated intelligence reports have high semantic relevance, high
coherency, and low data redundancy.",http://arxiv.org/abs/2310.13848v2,10/20/23,"Priyanka Ranade, Anupam Joshi"
263,Fine-Grained Retrieval-Augmented Generation for Visual Question Answering,"Visual Question Answering (VQA) focuses on providing answers to natural
language questions by utilizing information from images. Although cutting-edge
multimodal large language models (MLLMs) such as GPT-4o achieve strong
performance on VQA tasks, they frequently fall short in accessing
domain-specific or the latest knowledge. To mitigate this issue,
retrieval-augmented generation (RAG) leveraging external knowledge bases (KBs),
referred to as KB-VQA, emerges as a promising approach. Nevertheless,
conventional unimodal retrieval techniques, which translate images into textual
descriptions, often result in the loss of critical visual details. This study
presents fine-grained knowledge units, which merge textual snippets with entity
images stored in vector databases. Furthermore, we introduce a knowledge unit
retrieval-augmented generation framework (KU-RAG) that integrates fine-grained
retrieval with MLLMs. The proposed KU-RAG framework ensures precise retrieval
of relevant knowledge and enhances reasoning capabilities through a knowledge
correction chain. Experimental findings demonstrate that our approach
significantly boosts the performance of leading KB-VQA methods, achieving an
average improvement of approximately 3% and up to 11% in the best case.",http://arxiv.org/abs/2502.20964v2,2/28/25,"Zhengxuan Zhang, Yin Wu, Yuyu Luo, Nan Tang"
264,CRAG -- Comprehensive RAG Benchmark,"Retrieval-Augmented Generation (RAG) has recently emerged as a promising
solution to alleviate Large Language Model (LLM)'s deficiency in lack of
knowledge. Existing RAG datasets, however, do not adequately represent the
diverse and dynamic nature of real-world Question Answering (QA) tasks. To
bridge this gap, we introduce the Comprehensive RAG Benchmark (CRAG), a factual
question answering benchmark of 4,409 question-answer pairs and mock APIs to
simulate web and Knowledge Graph (KG) search. CRAG is designed to encapsulate a
diverse array of questions across five domains and eight question categories,
reflecting varied entity popularity from popular to long-tail, and temporal
dynamisms ranging from years to seconds. Our evaluation of this benchmark
highlights the gap to fully trustworthy QA. Whereas most advanced LLMs achieve
<=34% accuracy on CRAG, adding RAG in a straightforward manner improves the
accuracy only to 44%. State-of-the-art industry RAG solutions only answer 63%
of questions without any hallucination. CRAG also reveals much lower accuracy
in answering questions regarding facts with higher dynamism, lower popularity,
or higher complexity, suggesting future research directions. The CRAG benchmark
laid the groundwork for a KDD Cup 2024 challenge and attracted thousands of
participants and submissions. We commit to maintaining CRAG to serve research
communities in advancing RAG solutions and general QA solutions. CRAG is
available at https://github.com/facebookresearch/CRAG/.",http://arxiv.org/abs/2406.04744v2,6/7/24,"Xiao Yang, Kai Sun, Hao Xin, Yushi Sun, Nikita Bhalla, Xiangsen Chen, Sajal Choudhary, Rongze Daniel Gui, Ziran Will Jiang, Ziyu Jiang, Lingkun Kong, Brian Moran, Jiaqi Wang, Yifan Ethan Xu, An Yan, Chenyu Yang, Eting Yuan, Hanwen Zha, Nan Tang, Lei Chen, Nicolas Scheffer, Yue Liu, Nirav Shah, Rakesh Wanga, Anuj Kumar, Wentau Yih, Xin Luna Dong"
265,EPERM: An Evidence Path Enhanced Reasoning Model for Knowledge Graph Question and Answering,"Due to the remarkable reasoning ability, Large language models (LLMs) have
demonstrated impressive performance in knowledge graph question answering
(KGQA) tasks, which find answers to natural language questions over knowledge
graphs (KGs). To alleviate the hallucinations and lack of knowledge issues of
LLMs, existing methods often retrieve the question-related information from KGs
to enrich the input context. However, most methods focus on retrieving the
relevant information while ignoring the importance of different types of
knowledge in reasoning, which degrades their performance. To this end, this
paper reformulates the KGQA problem as a graphical model and proposes a
three-stage framework named the Evidence Path Enhanced Reasoning Model (EPERM)
for KGQA. In the first stage, EPERM uses the fine-tuned LLM to retrieve a
subgraph related to the question from the original knowledge graph. In the
second stage, EPERM filters out the evidence paths that faithfully support the
reasoning of the questions, and score their importance in reasoning. Finally,
EPERM uses the weighted evidence paths to reason the final answer. Since
considering the importance of different structural information in KGs for
reasoning, EPERM can improve the reasoning ability of LLMs in KGQA tasks.
Extensive experiments on benchmark datasets demonstrate that EPERM achieves
superior performances in KGQA tasks.",http://arxiv.org/abs/2502.16171v1,2/22/25,"Xiao Long, Liansheng Zhuang, Aodi Li, Minghong Yao, Shafei Wang"
266,Reasoning on Graphs: Faithful and Interpretable Large Language Model Reasoning,"Large language models (LLMs) have demonstrated impressive reasoning abilities
in complex tasks. However, they lack up-to-date knowledge and experience
hallucinations during reasoning, which can lead to incorrect reasoning
processes and diminish their performance and trustworthiness. Knowledge graphs
(KGs), which capture vast amounts of facts in a structured format, offer a
reliable source of knowledge for reasoning. Nevertheless, existing KG-based LLM
reasoning methods only treat KGs as factual knowledge bases and overlook the
importance of their structural information for reasoning. In this paper, we
propose a novel method called reasoning on graphs (RoG) that synergizes LLMs
with KGs to enable faithful and interpretable reasoning. Specifically, we
present a planning-retrieval-reasoning framework, where RoG first generates
relation paths grounded by KGs as faithful plans. These plans are then used to
retrieve valid reasoning paths from the KGs for LLMs to conduct faithful
reasoning. Furthermore, RoG not only distills knowledge from KGs to improve the
reasoning ability of LLMs through training but also allows seamless integration
with any arbitrary LLMs during inference. Extensive experiments on two
benchmark KGQA datasets demonstrate that RoG achieves state-of-the-art
performance on KG reasoning tasks and generates faithful and interpretable
reasoning results.",http://arxiv.org/abs/2310.01061v2,10/2/23,"Linhao Luo, YuanFang Li, Gholamreza Haffari, Shirui Pan"
267,REALM: RAG-Driven Enhancement of Multimodal Electronic Health Records Analysis via Large Language Models,"The integration of multimodal Electronic Health Records (EHR) data has
significantly improved clinical predictive capabilities. Leveraging clinical
notes and multivariate time-series EHR, existing models often lack the medical
context relevent to clinical tasks, prompting the incorporation of external
knowledge, particularly from the knowledge graph (KG). Previous approaches with
KG knowledge have primarily focused on structured knowledge extraction,
neglecting unstructured data modalities and semantic high dimensional medical
knowledge. In response, we propose REALM, a Retrieval-Augmented Generation
(RAG) driven framework to enhance multimodal EHR representations that address
these limitations. Firstly, we apply Large Language Model (LLM) to encode long
context clinical notes and GRU model to encode time-series EHR data. Secondly,
we prompt LLM to extract task-relevant medical entities and match entities in
professionally labeled external knowledge graph (PrimeKG) with corresponding
medical knowledge. By matching and aligning with clinical standards, our
framework eliminates hallucinations and ensures consistency. Lastly, we propose
an adaptive multimodal fusion network to integrate extracted knowledge with
multimodal EHR data. Our extensive experiments on MIMIC-III mortality and
readmission tasks showcase the superior performance of our REALM framework over
baselines, emphasizing the effectiveness of each module. REALM framework
contributes to refining the use of multimodal EHR data in healthcare and
bridging the gap with nuanced medical context essential for informed clinical
predictions.",http://arxiv.org/abs/2402.07016v1,2/10/24,"Yinghao Zhu, Changyu Ren, Shiyun Xie, Shukai Liu, Hangyuan Ji, Zixiang Wang, Tao Sun, Long He, Zhoujun Li, Xi Zhu, Chengwei Pan"
268,Comprehensive and Practical Evaluation of Retrieval-Augmented Generation Systems for Medical Question Answering,"Retrieval-augmented generation (RAG) has emerged as a promising approach to
enhance the performance of large language models (LLMs) in knowledge-intensive
tasks such as those from medical domain. However, the sensitive nature of the
medical domain necessitates a completely accurate and trustworthy system. While
existing RAG benchmarks primarily focus on the standard retrieve-answer
setting, they overlook many practical scenarios that measure crucial aspects of
a reliable medical system. This paper addresses this gap by providing a
comprehensive evaluation framework for medical question-answering (QA) systems
in a RAG setting for these situations, including sufficiency, integration, and
robustness. We introduce Medical Retrieval-Augmented Generation Benchmark
(MedRGB) that provides various supplementary elements to four medical QA
datasets for testing LLMs' ability to handle these specific scenarios.
Utilizing MedRGB, we conduct extensive evaluations of both state-of-the-art
commercial LLMs and open-source models across multiple retrieval conditions.
Our experimental results reveals current models' limited ability to handle
noise and misinformation in the retrieved documents. We further analyze the
LLMs' reasoning processes to provides valuable insights and future directions
for developing RAG systems in this critical medical domain.",http://arxiv.org/abs/2411.09213v1,11/14/24,"Nghia Trung Ngo, Chien Van Nguyen, Franck Dernoncourt, Thien Huu Nguyen"
269,LightPROF: A Lightweight Reasoning Framework for Large Language Model on Knowledge Graph,"Large Language Models (LLMs) have impressive capabilities in text
understanding and zero-shot reasoning. However, delays in knowledge updates may
cause them to reason incorrectly or produce harmful results. Knowledge Graphs
(KGs) provide rich and reliable contextual information for the reasoning
process of LLMs by structurally organizing and connecting a wide range of
entities and relations. Existing KG-based LLM reasoning methods only inject
KGs' knowledge into prompts in a textual form, ignoring its structural
information. Moreover, they mostly rely on close-source models or open-source
models with large parameters, which poses challenges to high resource
consumption. To address this, we propose a novel Lightweight and efficient
Prompt learning-ReasOning Framework for KGQA (LightPROF), which leverages the
full potential of LLMs to tackle complex reasoning tasks in a
parameter-efficient manner. Specifically, LightPROF follows a
""Retrieve-Embed-Reason process"", first accurately, and stably retrieving the
corresponding reasoning graph from the KG through retrieval module. Next,
through a Transformer-based Knowledge Adapter, it finely extracts and
integrates factual and structural information from the KG, then maps this
information to the LLM's token embedding space, creating an LLM-friendly prompt
to be used by the LLM for the final reasoning. Additionally, LightPROF only
requires training Knowledge Adapter and can be compatible with any open-source
LLM. Extensive experiments on two public KGQA benchmarks demonstrate that
LightPROF achieves superior performance with small-scale LLMs. Furthermore,
LightPROF shows significant advantages in terms of input token count and
reasoning time.",http://arxiv.org/abs/2504.03137v1,4/4/25,"Tu Ao, Yanhua Yu, Yuling Wang, Yang Deng, Zirui Guo, Liang Pang, Pinghui Wang, TatSeng Chua, Xiao Zhang, Zhen Cai"
270,KnowRA: Knowledge Retrieval Augmented Method for Document-level Relation Extraction with Comprehensive Reasoning Abilities,"Document-level relation extraction (Doc-RE) aims to extract relations between
entities across multiple sentences. Therefore, Doc-RE requires more
comprehensive reasoning abilities like humans, involving complex cross-sentence
interactions between entities, contexts, and external general knowledge,
compared to the sentence-level RE. However, most existing Doc-RE methods focus
on optimizing single reasoning ability, but lack the ability to utilize
external knowledge for comprehensive reasoning on long documents. To solve
these problems, a knowledge retrieval augmented method, named KnowRA, was
proposed with comprehensive reasoning to autonomously determine whether to
accept external knowledge to assist DocRE. Firstly, we constructed a document
graph for semantic encoding and integrated the co-reference resolution model to
augment the co-reference reasoning ability. Then, we expanded the document
graph into a document knowledge graph by retrieving the external knowledge base
for common-sense reasoning and a novel knowledge filtration method was
presented to filter out irrelevant knowledge. Finally, we proposed the axis
attention mechanism to build direct and indirect associations with intermediary
entities for achieving cross-sentence logical reasoning. Extensive experiments
conducted on two datasets verified the effectiveness of our method compared to
the state-of-the-art baselines. Our code is available at
https://anonymous.4open.science/r/KnowRA.",http://arxiv.org/abs/2501.00571v4,12/31/24,"Chengcheng Mai, Yuxiang Wang, Ziyu Gong, Hanxiang Wang, Yihua Huang"
271,Logic-RAG: Augmenting Large Multimodal Models with Visual-Spatial Knowledge for Road Scene Understanding,"Large multimodal models (LMMs) are increasingly integrated into autonomous
driving systems for user interaction. However, their limitations in
fine-grained spatial reasoning pose challenges for system interpretability and
user trust. We introduce Logic-RAG, a novel Retrieval-Augmented Generation
(RAG) framework that improves LMMs' spatial understanding in driving scenarios.
Logic-RAG constructs a dynamic knowledge base (KB) about object-object
relationships in first-order logic (FOL) using a perception module, a
query-to-logic embedder, and a logical inference engine. We evaluated Logic-RAG
on visual-spatial queries using both synthetic and real-world driving videos.
When using popular LMMs (GPT-4V, Claude 3.5) as proxies for an autonomous
driving system, these models achieved only 55% accuracy on synthetic driving
scenes and under 75% on real-world driving scenes. Augmenting them with
Logic-RAG increased their accuracies to over 80% and 90%, respectively. An
ablation study showed that even without logical inference, the fact-based
context constructed by Logic-RAG alone improved accuracy by 15%. Logic-RAG is
extensible: it allows seamless replacement of individual components with
improved versions and enables domain experts to compose new knowledge in both
FOL and natural language. In sum, Logic-RAG addresses critical spatial
reasoning deficiencies in LMMs for autonomous driving applications. Code and
data are available at https://github.com/Imran2205/LogicRAG.",http://arxiv.org/abs/2503.12663v1,3/16/25,"Imran Kabir, Md Alimoor Reza, Syed Billah"
272,BioRAG: A RAG-LLM Framework for Biological Question Reasoning,"The question-answering system for Life science research, which is
characterized by the rapid pace of discovery, evolving insights, and complex
interactions among knowledge entities, presents unique challenges in
maintaining a comprehensive knowledge warehouse and accurate information
retrieval. To address these issues, we introduce BioRAG, a novel
Retrieval-Augmented Generation (RAG) with the Large Language Models (LLMs)
framework. Our approach starts with parsing, indexing, and segmenting an
extensive collection of 22 million scientific papers as the basic knowledge,
followed by training a specialized embedding model tailored to this domain.
Additionally, we enhance the vector retrieval process by incorporating a
domain-specific knowledge hierarchy, which aids in modeling the intricate
interrelationships among each query and context. For queries requiring the most
current information, BioRAG deconstructs the question and employs an iterative
retrieval process incorporated with the search engine for step-by-step
reasoning. Rigorous experiments have demonstrated that our model outperforms
fine-tuned LLM, LLM with search engines, and other scientific RAG frameworks
across multiple life science question-answering tasks.",http://arxiv.org/abs/2408.01107v2,8/2/24,"Chengrui Wang, Qingqing Long, Meng Xiao, Xunxin Cai, Chengjun Wu, Zhen Meng, Xuezhi Wang, Yuanchun Zhou"
