title,summary,published,authors,pdf_url,category
Learning on Graphs with Large Language Models(LLMs): A Deep Dive into Model Robustness,"Large Language Models (LLMs) have demonstrated remarkable performance across
various natural language processing tasks. Recently, several LLMs-based
pipelines have been developed to enhance learning on graphs with text
attributes, showcasing promising performance. However, graphs are well-known to
be susceptible to adversarial attacks and it remains unclear whether LLMs
exhibit robustness in learning on graphs. To address this gap, our work aims to
explore the potential of LLMs in the context of adversarial attacks on graphs.
Specifically, we investigate the robustness against graph structural and
textual perturbations in terms of two dimensions: LLMs-as-Enhancers and
LLMs-as-Predictors. Through extensive experiments, we find that, compared to
shallow models, both LLMs-as-Enhancers and LLMs-as-Predictors offer superior
robustness against structural and textual attacks.Based on these findings, we
carried out additional analyses to investigate the underlying causes.
Furthermore, we have made our benchmark library openly available to facilitate
quick and fair evaluations, and to encourage ongoing innovative research in
this field.",2024-07-16,"Kai Guo, Zewen Liu, Zhikai Chen, Hongzhi Wen, Wei Jin, Jiliang Tang, Yi Chang",http://arxiv.org/pdf/2407.12068v2,cs.LG
Ensemble Transport Filter via Optimized Maximum Mean Discrepancy,"In this paper, we present a new ensemble-based filter method by
reconstructing the analysis step of the particle filter through a transport
map, which directly transports prior particles to posterior particles. The
transport map is constructed through an optimization problem described by the
Maximum Mean Discrepancy loss function, which matches the expectation
information of the approximated posterior and reference posterior. The proposed
method inherits the accurate estimation of the posterior distribution from
particle filtering. To improve the robustness of Maximum Mean Discrepancy, a
variance penalty term is used to guide the optimization. It prioritizes
minimizing the discrepancy between the expectations of highly informative
statistics for the approximated and reference posteriors. The penalty term
significantly enhances the robustness of the proposed method and leads to a
better approximation of the posterior. A few numerical examples are presented
to illustrate the advantage of the proposed method over the ensemble Kalman
filter.",2024-07-16,"Dengfei Zeng, Lijian Jiang",http://arxiv.org/pdf/2407.11518v1,cs.LG
"Reasoning with Large Language Models, a Survey","Scaling up language models to billions of parameters has opened up
possibilities for in-context learning, allowing instruction tuning and few-shot
learning on tasks that the model was not specifically trained for. This has
achieved breakthrough performance on language tasks such as translation,
summarization, and question-answering. Furthermore, in addition to these
associative ""System 1"" tasks, recent advances in Chain-of-thought prompt
learning have demonstrated strong ""System 2"" reasoning abilities, answering a
question in the field of artificial general intelligence whether LLMs can
reason. The field started with the question whether LLMs can solve grade school
math word problems. This paper reviews the rapidly expanding field of
prompt-based reasoning with LLMs. Our taxonomy identifies different ways to
generate, evaluate, and control multi-step reasoning. We provide an in-depth
coverage of core approaches and open problems, and we propose a research agenda
for the near future. Finally, we highlight the relation between reasoning and
prompt-based learning, and we discuss the relation between reasoning,
sequential decision processes, and reinforcement learning. We find that
self-improvement, self-reflection, and some metacognitive abilities of the
reasoning processes are possible through the judicious use of prompts. True
self-improvement and self-reasoning, to go from reasoning with LLMs to
reasoning by LLMs, remains future work.",2024-07-16,"Aske Plaat, Annie Wong, Suzan Verberne, Joost Broekens, Niki van Stein, Thomas Back",http://arxiv.org/pdf/2407.11511v1,cs.LG
Diff-MTS: Temporal-Augmented Conditional Diffusion-based AIGC for Industrial Time Series Towards the Large Model Era,"Industrial Multivariate Time Series (MTS) is a critical view of the
industrial field for people to understand the state of machines. However, due
to data collection difficulty and privacy concerns, available data for building
industrial intelligence and industrial large models is far from sufficient.
Therefore, industrial time series data generation is of great importance.
Existing research usually applies Generative Adversarial Networks (GANs) to
generate MTS. However, GANs suffer from unstable training process due to the
joint training of the generator and discriminator. This paper proposes a
temporal-augmented conditional adaptive diffusion model, termed Diff-MTS, for
MTS generation. It aims to better handle the complex temporal dependencies and
dynamics of MTS data. Specifically, a conditional Adaptive Maximum-Mean
Discrepancy (Ada-MMD) method has been proposed for the controlled generation of
MTS, which does not require a classifier to control the generation. It improves
the condition consistency of the diffusion model. Moreover, a Temporal
Decomposition Reconstruction UNet (TDR-UNet) is established to capture complex
temporal patterns and further improve the quality of the synthetic time series.
Comprehensive experiments on the C-MAPSS and FEMTO datasets demonstrate that
the proposed Diff-MTS performs substantially better in terms of diversity,
fidelity, and utility compared with GAN-based methods. These results show that
Diff-MTS facilitates the generation of industrial data, contributing to
intelligent maintenance and the construction of industrial large models.",2024-07-16,"Lei Ren, Haiteng Wang, Yuanjun Laili",http://arxiv.org/pdf/2407.11501v1,cs.LG
An AI System for Continuous Knee Osteoarthritis Severity Grading Using Self-Supervised Anomaly Detection with Limited Data,"The diagnostic accuracy and subjectivity of existing Knee Osteoarthritis (OA)
ordinal grading systems has been a subject of on-going debate and concern.
Existing automated solutions are trained to emulate these imperfect systems,
whilst also being reliant on large annotated databases for fully-supervised
training. This work proposes a three stage approach for automated continuous
grading of knee OA that is built upon the principles of Anomaly Detection (AD);
learning a robust representation of healthy knee X-rays and grading disease
severity based on its distance to the centre of normality. In the first stage,
SS-FewSOME is proposed, a self-supervised AD technique that learns the 'normal'
representation, requiring only examples of healthy subjects and <3% of the
labels that existing methods require. In the second stage, this model is used
to pseudo label a subset of unlabelled data as 'normal' or 'anomalous',
followed by denoising of pseudo labels with CLIP. The final stage involves
retraining on labelled and pseudo labelled data using the proposed Dual Centre
Representation Learning (DCRL) which learns the centres of two representation
spaces; normal and anomalous. Disease severity is then graded based on the
distance to the learned centres. The proposed methodology outperforms existing
techniques by margins of up to 24% in terms of OA detection and the disease
severity scores correlate with the Kellgren-Lawrence grading system at the same
level as human expert performance. Code available at
https://github.com/niamhbelton/SS-FewSOME_Disease_Severity_Knee_Osteoarthritis.",2024-07-16,"Niamh Belton, Aonghus Lawlor, Kathleen M. Curran",http://arxiv.org/pdf/2407.11500v1,cs.LG
A Meta-Learning Approach for Multi-Objective Reinforcement Learning in Sustainable Home Environments,"Effective residential appliance scheduling is crucial for sustainable living.
While multi-objective reinforcement learning (MORL) has proven effective in
balancing user preferences in appliance scheduling, traditional MORL struggles
with limited data in non-stationary residential settings characterized by
renewable generation variations. Significant context shifts that can invalidate
previously learned policies. To address these challenges, we extend
state-of-the-art MORL algorithms with the meta-learning paradigm, enabling
rapid, few-shot adaptation to shifting contexts. Additionally, we employ an
auto-encoder (AE)-based unsupervised method to detect environment context
changes. We have also developed a residential energy environment to evaluate
our method using real-world data from London residential settings. This study
not only assesses the application of MORL in residential appliance scheduling
but also underscores the effectiveness of meta-learning in energy management.
Our top-performing method significantly surpasses the best baseline, while the
trained model saves 3.28% on electricity bills, a 2.74% increase in user
comfort, and a 5.9% improvement in expected utility. Additionally, it reduces
the sparsity of solutions by 62.44%. Remarkably, these gains were accomplished
using 96.71% less training data and 61.1% fewer training steps.",2024-07-16,"Junlin Lu, Patrick Mannion, Karl Mason",http://arxiv.org/pdf/2407.11489v1,cs.LG
Multi-Channel Masked Autoencoder and Comprehensive Evaluations for Reconstructing 12-Lead ECG from Arbitrary Single-Lead ECG,"Electrocardiogram (ECG) has emerged as a widely accepted diagnostic
instrument for cardiovascular diseases (CVD). The standard clinical 12-lead ECG
configuration causes considerable inconvenience and discomfort, while wearable
devices offers a more practical alternative. To reduce information gap between
12-lead ECG and single-lead ECG, this study proposes a multi-channel masked
autoencoder (MCMA) for reconstructing 12-Lead ECG from arbitrary single-lead
ECG, and a comprehensive evaluation benchmark, ECGGenEval, encompass the
signal-level, feature-level, and diagnostic-level evaluations. MCMA can achieve
the state-of-the-art performance. In the signal-level evaluation, the mean
square errors of 0.0317 and 0.1034, Pearson correlation coefficients of 0.7885
and 0.7420. In the feature-level evaluation, the average standard deviation of
the mean heart rate across the generated 12-lead ECG is 1.0481, the coefficient
of variation is 1.58%, and the range is 3.2874. In the diagnostic-level
evaluation, the average F1-score with two generated 12-lead ECG from different
single-lead ECG are 0.8233 and 0.8410.",2024-07-16,"Jiarong Chen, Wanqing Wu, Tong Liu, Shenda Hong",http://arxiv.org/pdf/2407.11481v2,cs.LG
Dilated convolution neural operator for multiscale partial differential equations,"This paper introduces a data-driven operator learning method for multiscale
partial differential equations, with a particular emphasis on preserving
high-frequency information. Drawing inspiration from the representation of
multiscale parameterized solutions as a combination of low-rank global bases
(such as low-frequency Fourier modes) and localized bases over coarse patches
(analogous to dilated convolution), we propose the Dilated Convolutional Neural
Operator (DCNO). The DCNO architecture effectively captures both high-frequency
and low-frequency features while maintaining a low computational cost through a
combination of convolution and Fourier layers. We conduct experiments to
evaluate the performance of DCNO on various datasets, including the multiscale
elliptic equation, its inverse problem, Navier-Stokes equation, and Helmholtz
equation. We show that DCNO strikes an optimal balance between accuracy and
computational cost and offers a promising solution for multiscale operator
learning.",2024-07-16,"Bo Xu, Xinliang Liu, Lei Zhang",http://arxiv.org/pdf/2408.00775v1,cs.LG
AIGC for Industrial Time Series: From Deep Generative Models to Large Generative Models,"With the remarkable success of generative models like ChatGPT, Artificial
Intelligence Generated Content (AIGC) is undergoing explosive development. Not
limited to text and images, generative models can generate industrial time
series data, addressing challenges such as the difficulty of data collection
and data annotation. Due to their outstanding generation ability, they have
been widely used in Internet of Things, metaverse, and cyber-physical-social
systems to enhance the efficiency of industrial production. In this paper, we
present a comprehensive overview of generative models for industrial time
series from deep generative models (DGMs) to large generative models (LGMs).
First, a DGM-based AIGC framework is proposed for industrial time series
generation. Within this framework, we survey advanced industrial DGMs and
present a multi-perspective categorization. Furthermore, we systematically
analyze the critical technologies required to construct industrial LGMs from
four aspects: large-scale industrial dataset, LGMs architecture for complex
industrial characteristics, self-supervised training for industrial time
series, and fine-tuning of industrial downstream tasks. Finally, we conclude
the challenges and future directions to enable the development of generative
models in industry.",2024-07-16,"Lei Ren, Haiteng Wang, Jinwang Li, Yang Tang, Chunhua Yang",http://arxiv.org/pdf/2407.11480v2,cs.LG
XTraffic: A Dataset Where Traffic Meets Incidents with Explainability and More,"Long-separated research has been conducted on two highly correlated tracks:
traffic and incidents. Traffic track witnesses complicating deep learning
models, e.g., to push the prediction a few percent more accurate, and the
incident track only studies the incidents alone, e.g., to infer the incident
risk. We, for the first time, spatiotemporally aligned the two tracks in a
large-scale region (16,972 traffic nodes) over the whole year of 2023: our
XTraffic dataset includes traffic, i.e., time-series indexes on traffic flow,
lane occupancy, and average vehicle speed, and incidents, whose records are
spatiotemporally-aligned with traffic data, with seven different incident
classes. Additionally, each node includes detailed physical and policy-level
meta-attributes of lanes. Our data can revolutionalize traditional
traffic-related tasks towards higher interpretability and practice: instead of
traditional prediction or classification tasks, we conduct: (1) post-incident
traffic forecasting to quantify the impact of different incidents on traffic
indexes; (2) incident classification using traffic indexes to determine the
incidents types for precautions measures; (3) global causal analysis among the
traffic indexes, meta-attributes, and incidents to give high-level guidance of
the interrelations of various factors; (4) local causal analysis within road
nodes to examine how different incidents affect the road segments' relations.
The dataset is available at http://xaitraffic.github.io.",2024-07-16,"Xiaochuan Gou, Ziyue Li, Tian Lan, Junpeng Lin, Zhishuai Li, Bingyu Zhao, Chen Zhang, Di Wang, Xiangliang Zhang",http://arxiv.org/pdf/2407.11477v1,cs.LG
Quantum Maximum Entropy Inference and Hamiltonian Learning,"Maximum entropy inference and learning of graphical models are pivotal tasks
in learning theory and optimization. This work extends algorithms for these
problems, including generalized iterative scaling (GIS) and gradient descent
(GD), to the quantum realm. While the generalization, known as quantum
iterative scaling (QIS), is straightforward, the key challenge lies in the
non-commutative nature of quantum problem instances, rendering the convergence
rate analysis significantly more challenging than the classical case. Our
principal technical contribution centers on a rigorous analysis of the
convergence rates, involving the establishment of both lower and upper bounds
on the spectral radius of the Jacobian matrix for each iteration of these
algorithms. Furthermore, we explore quasi-Newton methods to enhance the
performance of QIS and GD. Specifically, we propose using Anderson mixing and
the L-BFGS method for QIS and GD, respectively. These quasi-Newton techniques
exhibit remarkable efficiency gains, resulting in orders of magnitude
improvements in performance. As an application, our algorithms provide a viable
approach to designing Hamiltonian learning algorithms.",2024-07-16,"Minbo Gao, Zhengfeng Ji, Fuchao Wei",http://arxiv.org/pdf/2407.11473v1,cs.LG
Safe Online Convex Optimization with Multi-Point Feedback,"Motivated by the stringent safety requirements that are often present in
real-world applications, we study a safe online convex optimization setting
where the player needs to simultaneously achieve sublinear regret and zero
constraint violation while only using zero-order information. In particular, we
consider a multi-point feedback setting, where the player chooses $d + 1$
points in each round (where $d$ is the problem dimension) and then receives the
value of the constraint function and cost function at each of these points. To
address this problem, we propose an algorithm that leverages forward-difference
gradient estimation as well as optimistic and pessimistic action sets to
achieve $\mathcal{O}(d \sqrt{T})$ regret and zero constraint violation under
the assumption that the constraint function is smooth and strongly convex. We
then perform a numerical study to investigate the impacts of the unknown
constraint and zero-order feedback on empirical performance.",2024-07-16,"Spencer Hutchinson, Mahnoosh Alizadeh",http://arxiv.org/pdf/2407.11471v1,cs.LG
MaskVD: Region Masking for Efficient Video Object Detection,"Video tasks are compute-heavy and thus pose a challenge when deploying in
real-time applications, particularly for tasks that require state-of-the-art
Vision Transformers (ViTs). Several research efforts have tried to address this
challenge by leveraging the fact that large portions of the video undergo very
little change across frames, leading to redundant computations in frame-based
video processing. In particular, some works leverage pixel or semantic
differences across frames, however, this yields limited latency benefits with
significantly increased memory overhead. This paper, in contrast, presents a
strategy for masking regions in video frames that leverages the semantic
information in images and the temporal correlation between frames to
significantly reduce FLOPs and latency with little to no penalty in performance
over baseline models. In particular, we demonstrate that by leveraging
extracted features from previous frames, ViT backbones directly benefit from
region masking, skipping up to 80% of input regions, improving FLOPs and
latency by 3.14x and 1.5x. We improve memory and latency over the
state-of-the-art (SOTA) by 2.3x and 1.14x, while maintaining similar detection
performance. Additionally, our approach demonstrates promising results on
convolutional neural networks (CNNs) and provides latency improvements over the
SOTA up to 1.3x using specialized computational kernels.",2024-07-16,"Sreetama Sarkar, Gourav Datta, Souvik Kundu, Kai Zheng, Chirayata Bhattacharyya, Peter A. Beerel",http://arxiv.org/pdf/2407.12067v1,cs.LG
NudgeRank: Digital Algorithmic Nudging for Personalized Health,"In this paper we describe NudgeRank, an innovative digital algorithmic
nudging system designed to foster positive health behaviors on a
population-wide scale. Utilizing a novel combination of Graph Neural Networks
augmented with an extensible Knowledge Graph, this Recommender System is
operational in production, delivering personalized and context-aware nudges to
over 1.1 million care recipients daily. This enterprise deployment marks one of
the largest AI-driven health behavior change initiatives, accommodating diverse
health conditions and wearable devices. Rigorous evaluation reveals
statistically significant improvements in health outcomes, including a 6.17%
increase in daily steps and 7.61% more exercise minutes. Moreover, user
engagement and program enrollment surged, with a 13.1% open rate compared to
baseline systems' 4%. Demonstrating scalability and reliability, NudgeRank
operates efficiently on commodity compute resources while maintaining
automation and observability standards essential for production systems.",2024-07-16,"Jodi Chiam, Aloysius Lim, Ankur Teredesai",http://arxiv.org/pdf/2407.20241v1,cs.LG
Towards consistency of rule-based explainer and black box model -- fusion of rule induction and XAI-based feature importance,"Rule-based models offer a human-understandable representation, i.e. they are
interpretable. For this reason, they are used to explain the decisions of
non-interpretable complex models, referred to as black box models. The
generation of such explanations involves the approximation of a black box model
by a rule-based model. To date, however, it has not been investigated whether
the rule-based model makes decisions in the same way as the black box model it
approximates. Decision making in the same way is understood in this work as the
consistency of decisions and the consistency of the most important attributes
used for decision making. This study proposes a novel approach ensuring that
the rule-based surrogate model mimics the performance of the black box model.
The proposed solution performs an explanation fusion involving rule generation
and taking into account the feature importance determined by the selected XAI
methods for the black box model being explained. The result of the method can
be both global and local rule-based explanations. The quality of the proposed
solution was verified by extensive analysis on 30 tabular benchmark datasets
representing classification problems. Evaluation included comparison with the
reference method and an illustrative case study. In addition, the paper
discusses the possible pathways for the application of the rule-based approach
in XAI and how rule-based explanations, including the proposed method, meet the
user perspective and requirements for both content and presentation. The
software created and a detailed report containing the full experimental results
are available on the GitHub repository
(https://github.com/ruleminer/FI-rules4XAI ).",2024-07-16,"Michał Kozielski, Marek Sikora, Łukasz Wawrowski",http://arxiv.org/pdf/2407.14543v1,cs.LG
Investigating Imperceptibility of Adversarial Attacks on Tabular Data: An Empirical Analysis,"Adversarial attacks are a potential threat to machine learning models by
causing incorrect predictions through imperceptible perturbations to the input
data. While these attacks have been extensively studied in unstructured data
like images, applying them to tabular data, poses new challenges. These
challenges arise from the inherent heterogeneity and complex feature
interdependencies in tabular data, which differ from the image data. To account
for this distinction, it is necessary to establish tailored imperceptibility
criteria specific to tabular data. However, there is currently a lack of
standardised metrics for assessing the imperceptibility of adversarial attacks
on tabular data. To address this gap, we propose a set of key properties and
corresponding metrics designed to comprehensively characterise imperceptible
adversarial attacks on tabular data. These are: proximity to the original
input, sparsity of altered features, deviation from the original data
distribution, sensitivity in perturbing features with narrow distribution,
immutability of certain features that should remain unchanged, feasibility of
specific feature values that should not go beyond valid practical ranges, and
feature interdependencies capturing complex relationships between data
attributes. We evaluate the imperceptibility of five adversarial attacks,
including both bounded attacks and unbounded attacks, on tabular data using the
proposed imperceptibility metrics. The results reveal a trade-off between the
imperceptibility and effectiveness of these attacks. The study also identifies
limitations in current attack algorithms, offering insights that can guide
future research in the area. The findings gained from this empirical analysis
provide valuable direction for enhancing the design of adversarial attack
algorithms, thereby advancing adversarial machine learning on tabular data.",2024-07-16,"Zhipeng He, Chun Ouyang, Laith Alzubaidi, Alistair Barros, Catarina Moreira",http://arxiv.org/pdf/2407.11463v3,cs.LG
RIMformer: An End-to-End Transformer for FMCW Radar Interference Mitigation,"Frequency-modulated continuous-wave (FMCW) radar plays a pivotal role in the
field of remote sensing. The increasing degree of FMCW radar deployment has
increased the mutual interference, which weakens the detection capabilities of
radars and threatens reliability and safety of systems. In this paper, a novel
FMCW radar interference mitigation (RIM) method, termed as RIMformer, is
proposed by using an end-to-end Transformer-based structure. In the RIMformer,
a dual multi-head self-attention mechanism is proposed to capture the
correlations among the distinct distance elements of intermediate frequency
(IF) signals. Additionally, an improved convolutional block is integrated to
harness the power of convolution for extracting local features. The
architecture is designed to process time-domain IF signals in an end-to-end
manner, thereby avoiding the need for additional manual data processing steps.
The improved decoder structure ensures the parallelization of the network to
increase its computational efficiency. Simulation and measurement experiments
are carried out to validate the accuracy and effectiveness of the proposed
method. The results show that the proposed RIMformer can effectively mitigate
interference and restore the target signals.",2024-07-16,"Ziang Zhang, Guangzhi Chen, Youlong Weng, Shunchuan Yang, Zhiyu Jia, Jingxuan Chen",http://arxiv.org/pdf/2407.11459v2,cs.LG
Graceful task adaptation with a bi-hemispheric RL agent,"In humans, responsibility for performing a task gradually shifts from the
right hemisphere to the left. The Novelty-Routine Hypothesis (NRH) states that
the right and left hemispheres are used to perform novel and routine tasks
respectively, enabling us to learn a diverse range of novel tasks while
performing the task capably. Drawing on the NRH, we develop a reinforcement
learning agent with specialised hemispheres that can exploit generalist
knowledge from the right-hemisphere to avoid poor initial performance on novel
tasks. In addition, we find that this design has minimal impact on its ability
to learn novel tasks. We conclude by identifying improvements to our agent and
exploring potential expansion to the continual learning setting.",2024-07-16,"Grant Nicholas, Levin Kuhlmann, Gideon Kowadlo",http://arxiv.org/pdf/2407.11456v1,cs.LG
Isometric Representation Learning for Disentangled Latent Space of Diffusion Models,"The latent space of diffusion model mostly still remains unexplored, despite
its great success and potential in the field of generative modeling. In fact,
the latent space of existing diffusion models are entangled, with a distorted
mapping from its latent space to image space. To tackle this problem, we
present Isometric Diffusion, equipping a diffusion model with a geometric
regularizer to guide the model to learn a geometrically sound latent space of
the training data manifold. This approach allows diffusion models to learn a
more disentangled latent space, which enables smoother interpolation, more
accurate inversion, and more precise control over attributes directly in the
latent space. Our extensive experiments consisting of image interpolations,
image inversions, and linear editing show the effectiveness of our method.",2024-07-16,"Jaehoon Hahm, Junho Lee, Sunghyun Kim, Joonseok Lee",http://arxiv.org/pdf/2407.11451v1,cs.LG
Repurformer: Transformers for Repurposing-Aware Molecule Generation,"Generating as diverse molecules as possible with desired properties is
crucial for drug discovery research, which invokes many approaches based on
deep generative models today. Despite recent advancements in these models,
particularly in variational autoencoders (VAEs), generative adversarial
networks (GANs), Transformers, and diffusion models, a significant challenge
known as \textit{the sample bias problem} remains. This problem occurs when
generated molecules targeting the same protein tend to be structurally similar,
reducing the diversity of generation. To address this, we propose leveraging
multi-hop relationships among proteins and compounds. Our model, Repurformer,
integrates bi-directional pretraining with Fast Fourier Transform (FFT) and
low-pass filtering (LPF) to capture complex interactions and generate diverse
molecules. A series of experiments on BindingDB dataset confirm that
Repurformer successfully creates substitutes for anchor compounds that resemble
positive compounds, increasing diversity between the anchor and generated
compounds.",2024-07-16,"Changhun Lee, Gyumin Lee",http://arxiv.org/pdf/2407.11439v1,cs.LG
Genomic Language Models: Opportunities and Challenges,"Large language models (LLMs) are having transformative impacts across a wide
range of scientific fields, particularly in the biomedical sciences. Just as
the goal of Natural Language Processing is to understand sequences of words, a
major objective in biology is to understand biological sequences. Genomic
Language Models (gLMs), which are LLMs trained on DNA sequences, have the
potential to significantly advance our understanding of genomes and how DNA
elements at various scales interact to give rise to complex functions. To
showcase this potential, we highlight key applications of gLMs, including
functional constraint prediction, sequence design, and transfer learning.
Despite notable recent progress, however, developing effective and efficient
gLMs presents numerous challenges, especially for species with large, complex
genomes. Here, we discuss major considerations for developing and evaluating
gLMs.",2024-07-16,"Gonzalo Benegas, Chengzhong Ye, Carlos Albors, Jianan Canal Li, Yun S. Song",http://arxiv.org/pdf/2407.11435v2,cs.LG
Joint Data Inpainting and Graph Learning via Unrolled Neural Networks,"Given partial measurements of a time-varying graph signal, we propose an
algorithm to simultaneously estimate both the underlying graph topology and the
missing measurements. The proposed algorithm operates by training an
interpretable neural network, designed from the unrolling framework. The
proposed technique can be used both as a graph learning and a graph signal
reconstruction algorithm. This work enhances prior work in graph signal
reconstruction by allowing the underlying graph to be unknown; and also builds
on prior work in graph learning by tailoring the learned graph to the signal
reconstruction task.",2024-07-16,"Subbareddy Batreddy, Pushkal Mishra, Yaswanth Kakarla, Aditya Siripuram",http://arxiv.org/pdf/2407.11429v1,cs.LG
Semi-Supervised Generative Models for Disease Trajectories: A Case Study on Systemic Sclerosis,"We propose a deep generative approach using latent temporal processes for
modeling and holistically analyzing complex disease trajectories, with a
particular focus on Systemic Sclerosis (SSc). We aim to learn temporal latent
representations of the underlying generative process that explain the observed
patient disease trajectories in an interpretable and comprehensive way. To
enhance the interpretability of these latent temporal processes, we develop a
semi-supervised approach for disentangling the latent space using established
medical knowledge. By combining the generative approach with medical
definitions of different characteristics of SSc, we facilitate the discovery of
new aspects of the disease. We show that the learned temporal latent processes
can be utilized for further data analysis and clinical hypothesis testing,
including finding similar patients and clustering SSc patient trajectories into
novel sub-types. Moreover, our method enables personalized online monitoring
and prediction of multivariate time series with uncertainty quantification.",2024-07-16,"Cécile Trottet, Manuel Schürch, Ahmed Allam, Imon Barua, Liubov Petelytska, David Launay, Paolo Airò, Radim Bečvář, Christopher Denton, Mislav Radic, Oliver Distler, Anna-Maria Hoffmann-Vold, Michael Krauthammer, the EUSTAR collaborators",http://arxiv.org/pdf/2407.11427v2,cs.LG
Generally-Occurring Model Change for Robust Counterfactual Explanations,"With the increasing impact of algorithmic decision-making on human lives, the
interpretability of models has become a critical issue in machine learning.
Counterfactual explanation is an important method in the field of interpretable
machine learning, which can not only help users understand why machine learning
models make specific decisions, but also help users understand how to change
these decisions. Naturally, it is an important task to study the robustness of
counterfactual explanation generation algorithms to model changes. Previous
literature has proposed the concept of Naturally-Occurring Model Change, which
has given us a deeper understanding of robustness to model change. In this
paper, we first further generalize the concept of Naturally-Occurring Model
Change, proposing a more general concept of model parameter changes,
Generally-Occurring Model Change, which has a wider range of applicability. We
also prove the corresponding probabilistic guarantees. In addition, we consider
a more specific problem, data set perturbation, and give relevant theoretical
results by combining optimization theory.",2024-07-16,"Ao Xu, Tieru Wu",http://arxiv.org/pdf/2407.11426v1,cs.LG
Accounting for Work Zone Disruptions in Traffic Flow Forecasting,"Traffic speed forecasting is an important task in intelligent transportation
system management. The objective of much of the current computational research
is to minimize the difference between predicted and actual speeds, but
information modalities other than speed priors are largely not taken into
account. In particular, though state of the art performance is achieved on
speed forecasting with graph neural network methods, these methods do not
incorporate information on roadway maintenance work zones and their impacts on
predicted traffic flows; yet, the impacts of construction work zones are of
significant interest to roadway management agencies, because they translate to
impacts on the local economy and public well-being. In this paper, we build
over the convolutional graph neural network architecture and present a novel
``Graph Convolutional Network for Roadway Work Zones"" model that includes a
novel data fusion mechanism and a new heterogeneous graph aggregation
methodology to accommodate work zone information in spatio-temporal
dependencies among traffic states. The model is evaluated on two data sets that
capture traffic flows in the presence of work zones in the Commonwealth of
Virginia. Extensive comparative evaluation and ablation studies show that the
proposed model can capture complex and nonlinear spatio-temporal relationships
across a transportation corridor, outperforming baseline models, particularly
when predicting traffic flow during a workzone event.",2024-07-16,"Yuanjie Lu, Amarda Shehu, David Lattanzi",http://arxiv.org/pdf/2407.11407v1,cs.LG
Mapping savannah woody vegetation at the species level with multispecral drone and hyperspectral EnMAP data,"Savannahs are vital ecosystems whose sustainability is endangered by the
spread of woody plants. This research targets the accurate mapping of
fractional woody cover (FWC) at the species level in a South African savannah,
using EnMAP hyperspectral data. Field annotations were combined with very
high-resolution multispectral drone data to produce land cover maps that
included three woody species. The high-resolution labelled maps were then used
to generate FWC samples for each woody species class at the 30-m spatial
resolution of EnMAP. Four machine learning regression algorithms were tested
for FWC mapping on dry season EnMAP imagery. The contribution of multitemporal
information was also assessed by incorporating as additional regression
features, spectro-temporal metrics from Sentinel-2 data of both the dry and wet
seasons. The results demonstrated the suitability of our approach for
accurately mapping FWC at the species level. The highest accuracy rates
achieved from the combined EnMAP and Sentinel-2 experiments highlighted their
synergistic potential for species-level vegetation mapping.",2024-07-16,"Christina Karakizi, Akpona Okujeni, Eleni Sofikiti, Vasileios Tsironis, Athina Psalta, Konstantinos Karantzalos, Patrick Hostert, Elias Symeonakis",http://arxiv.org/pdf/2407.11404v1,cs.LG
Data selection method for assessment of autonomous vehicles,"As the popularity of autonomous vehicles has grown, many standards and
regulators, such as ISO, NHTSA, and Euro NCAP, require safety validation to
ensure a sufficient level of safety before deploying them in the real world.
Manufacturers gather a large amount of public road data for this purpose.
However, the majority of these validation activities are done manually by
humans. Furthermore, the data used to validate each driving feature may differ.
As a result, it is essential to have an efficient data selection method that
can be used flexibly and dynamically for verification and validation while also
accelerating the validation process. In this paper, we present a data selection
method that is practical, flexible, and efficient for assessment of autonomous
vehicles. Our idea is to optimize the similarity between the metadata
distribution of the selected data and a predefined metadata distribution that
is expected for validation. Our experiments on the large dataset BDD100K show
that our method can perform data selection tasks efficiently. These results
demonstrate that our methods are highly reliable and can be used to select
appropriate data for the validation of various safety functions.",2024-07-16,"Linh Trinh, Ali Anwar, Siegfried Mercelis",http://arxiv.org/pdf/2407.12065v2,cs.LG
