docid,source,sourcetype,target,targettype,type
229,Ai-Driven Question-Answering Systems,Topic,Cybersecurity,Topic,RELATED_TO
229,Large Language Models,Topic,Ai-Driven Question-Answering Systems,Topic,RELATED_TO
229,Cyberrag,Paper,Cybersecurity,Topic,COVERS
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Haozhe Yin,Author,AUTHORED
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Kai Wang,Author,AUTHORED
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Wenjie Zhang,Author,AUTHORED
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Yizhang He,Author,AUTHORED
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Ying Zhang,Author,AUTHORED
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Xuemin Lin,Author,AUTHORED
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Motif Counting,Topic,INCLUDES
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Network Structure,Topic,INCLUDES
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Graph Models,Topic,INCLUDES
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Computational Challenges,Topic,INCLUDES
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Algorithmic Adaptations,Topic,INCLUDES
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Large Language Models,Topic,INCLUDES
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper,Graph-Based Retrieval-Augmented Generation,Topic,INCLUDES
231,Retrieval-Augmented Generation,Topic,Large Language Models,Topic,RELATED_TO
231,In-Context Knowledge Injection,Topic,Large Language Models,Topic,RELATED_TO
231,Parametric Retrieval-Augmented Generation,Topic,Large Language Models,Topic,RELATED_TO
231,Parametric Retrieval-Augmented Generation,Topic,In-Context Knowledge Injection,Topic,RELATED_TO
231,Parametric Retrieval-Augmented Generation,Topic,Feed-Forward Networks,Topic,RELATED_TO
231,Weihang Su,Author,Https://Github.Com/Oneal2000/Prag,Paper,AUTHORED
231,Yichen Tang,Author,Https://Github.Com/Oneal2000/Prag,Paper,AUTHORED
231,Qingyao Ai,Author,Https://Github.Com/Oneal2000/Prag,Paper,AUTHORED
231,Junxi Yan,Author,Https://Github.Com/Oneal2000/Prag,Paper,AUTHORED
231,Changyue Wang,Author,Https://Github.Com/Oneal2000/Prag,Paper,AUTHORED
231,Hongning Wang,Author,Https://Github.Com/Oneal2000/Prag,Paper,AUTHORED
231,Ziyi Ye,Author,Https://Github.Com/Oneal2000/Prag,Paper,AUTHORED
231,Yujia Zhou,Author,Https://Github.Com/Oneal2000/Prag,Paper,AUTHORED
231,Yiqun Liu,Author,Https://Github.Com/Oneal2000/Prag,Paper,AUTHORED
232,Logic Query Of Thoughts,Paper,Large Language Models,Topic,COVERS
232,Logic Query Of Thoughts,Paper,Knowledge Graph,Topic,COVERS
232,Logic Query Of Thoughts,Paper,Hallucination Problem,Topic,COVERS
232,Logic Query Of Thoughts,Paper,Logic Query Reasoning,Topic,COVERS
232,Logic Query Of Thoughts,Paper,Subquestions,Topic,COVERS
232,Logic Query Of Thoughts,Paper,Experimental Findings,Topic,COVERS
233,Evidence-Based Medicine,Topic,Large Language Models,Topic,RELATED_TO
233,Evidence-Based Medicine,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
233,Importance-Driven Evidence Prioritization,Topic,Large Language Models,Topic,RELATED_TO
233,Chengfeng Dou,Author,Knowledge Hypergraph-Based Evidence Management Model,Topic,AUTHORED
233,Ying Zhang,Author,Knowledge Hypergraph-Based Evidence Management Model,Topic,AUTHORED
233,Zhi Jin,Author,Knowledge Hypergraph-Based Evidence Management Model,Topic,AUTHORED
233,Wenpin Jiao,Author,Knowledge Hypergraph-Based Evidence Management Model,Topic,AUTHORED
233,Haiyan Zhao,Author,Knowledge Hypergraph-Based Evidence Management Model,Topic,AUTHORED
233,Yongqiang Zhao,Author,Knowledge Hypergraph-Based Evidence Management Model,Topic,AUTHORED
233,Zhengwei Tao,Author,Knowledge Hypergraph-Based Evidence Management Model,Topic,AUTHORED
233,Knowledge Hypergraph-Based Evidence Management Model,Topic,Evidence Management,Topic,INCLUDES
233,Importance-Driven Evidence Prioritization,Topic,Complex Queries,Topic,RELATED_TO
233,Experimental Results,Topic,Medical Quizzing,Topic,RELATED_TO
233,Experimental Results,Topic,Hallucination Detection,Topic,RELATED_TO
233,Experimental Results,Topic,Decision Support,Topic,RELATED_TO
233,Testsets,Topic,Knowledge Graph,Topic,RELATED_TO
234,Aipatient,Topic,Aipatient Knowledge Graph,Topic,INCLUDES
234,Aipatient,Topic,Reasoning Retrieval-Augmented Generation,Topic,INCLUDES
234,Aipatient Knowledge Graph,Topic,Mimic-Iii,Topic,COVERS
234,Huizi Yu,Author,Aipatient,Topic,AUTHORED
234,Jiayan Zhou,Author,Aipatient,Topic,AUTHORED
234,Lingyao Li,Author,Aipatient,Topic,AUTHORED
234,Shan Chen,Author,Aipatient,Topic,AUTHORED
234,Jack Gallifant,Author,Aipatient,Topic,AUTHORED
234,Anye Shi,Author,Aipatient,Topic,AUTHORED
234,Xiang Li,Author,Aipatient,Topic,AUTHORED
234,Wenyue Hua,Author,Aipatient,Topic,AUTHORED
234,Mingyu Jin,Author,Aipatient,Topic,AUTHORED
234,Guang Chen,Author,Aipatient,Topic,AUTHORED
234,Yang Zhou,Author,Aipatient,Topic,AUTHORED
234,Zhao Li,Author,Aipatient,Topic,AUTHORED
234,Trisha Gupte,Author,Aipatient,Topic,AUTHORED
234,Mingli Chen,Author,Aipatient,Topic,AUTHORED
234,Zahra Azizi,Author,Aipatient,Topic,AUTHORED
234,Yongfeng Zhang,Author,Aipatient,Topic,AUTHORED
234,Themistocles L Assimes,Author,Aipatient,Topic,AUTHORED
234,Xin Ma,Author,Aipatient,Topic,AUTHORED
234,Danielle S Bitterman,Author,Aipatient,Topic,AUTHORED
234,Lin Lu,Author,Aipatient,Topic,AUTHORED
234,Lizhou Fan,Author,Aipatient,Topic,AUTHORED
235,Pat-Questions,Topic,Temporal Question Answering,Topic,COVERS
235,Pat-Questions,Topic,Present-Anchored Temporal Qa,Topic,COVERS
235,Pat-Questions,Topic,Tempreason-T5,Topic,RELATED_TO
235,Pat-Questions,Topic,Jannat Ara Meem,Author,AUTHORED
235,Pat-Questions,Topic,Muhammad Shihab Rashid,Author,AUTHORED
235,Pat-Questions,Topic,Yue Dong,Author,AUTHORED
235,Pat-Questions,Topic,Vagelis Hristidis,Author,AUTHORED
236,Retrieval Augmented Generation (Rag),Topic,Large Language Models (Llms),Topic,RELATED_TO
236,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,Large Language Models (Llms),Topic,RELATED_TO
236,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,Natural Questions Dataset,Topic,RELATED_TO
236,Gpt-3.5-Turbo,Author,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,AUTHORED
236,Gpt-4O,Author,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,AUTHORED
236,Llama3.1-8B,Author,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,AUTHORED
236,Llama3.1-70B,Author,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,AUTHORED
236,Qwen2.5-7B,Author,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,AUTHORED
236,Jingjie Zheng,Author,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,AUTHORED
236,Aryo Pradipta Gema,Author,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,AUTHORED
236,Giwon Hong,Author,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,AUTHORED
236,Xuanli He,Author,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,AUTHORED
236,Pasquale Minervini,Author,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,AUTHORED
236,Youcheng Sun,Author,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,AUTHORED
236,Qiongkai Xu,Author,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic,AUTHORED
237,Multi-Paragraph Reasoning With Knowledge-Enhanced Graph Neural Network,Paper,Kgnn,Topic,INCLUDES
237,Multi-Paragraph Reasoning With Knowledge-Enhanced Graph Neural Network,Paper,Openqa,Topic,RELATED_TO
237,Multi-Paragraph Reasoning With Knowledge-Enhanced Graph Neural Network,Paper,Hotpotqa Dataset,Topic,COVERS
238,Zero-Shot Slot Filling With Dpr And Rag,Paper,Artificial Intelligence,Topic,RELATED_TO
238,Zero-Shot Slot Filling With Dpr And Rag,Paper,Knowledge Graphs,Topic,RELATED_TO
238,Zero-Shot Slot Filling With Dpr And Rag,Paper,Slot Filling,Topic,RELATED_TO
238,Zero-Shot Slot Filling With Dpr And Rag,Paper,Retrieval Augmented Generation (Rag),Topic,RELATED_TO
238,Zero-Shot Slot Filling With Dpr And Rag,Paper,Kilt Benchmark,Topic,RELATED_TO
238,Zero-Shot Slot Filling With Dpr And Rag,Paper,Kgi0 System,Topic,RELATED_TO
238,Zero-Shot Slot Filling With Dpr And Rag,Paper,T-Rex Dataset,Topic,RELATED_TO
238,Zero-Shot Slot Filling With Dpr And Rag,Paper,Zsre Dataset,Topic,RELATED_TO
239,Wavrag,Topic,Yifu Chen,Author,AUTHORED
239,Wavrag,Topic,Shengpeng Ji,Author,AUTHORED
239,Wavrag,Topic,Haoxiao Wang,Author,AUTHORED
239,Wavrag,Topic,Ziqing Wang,Author,AUTHORED
239,Wavrag,Topic,Siyu Chen,Author,AUTHORED
239,Wavrag,Topic,Jinzheng He,Author,AUTHORED
239,Wavrag,Topic,Jin Xu,Author,AUTHORED
239,Wavrag,Topic,Zhou Zhao,Author,AUTHORED
240,Process Flow Diagrams,Topic,Process And Instrumentation Diagrams,Topic,RELATED_TO
240,Autonomous Agentic Framework,Topic,Knowledge Acquisition,Topic,INCLUDES
240,Autonomous Agentic Framework,Topic,Generation,Topic,INCLUDES
240,Autonomous Agentic Framework,Topic,Graph Retrieval-Augmented Generation,Topic,INCLUDES
240,Graph Retrieval-Augmented Generation,Topic,Regulation-Compliant Diagrams,Topic,COVERS
240,Graph Retrieval-Augmented Generation,Topic,Contextual Accuracy,Topic,COVERS
240,Sakhinana Sagar Srinivas,Author,Akash Das,Author,AUTHORED
240,Sakhinana Sagar Srinivas,Author,Shivam Gupta,Author,AUTHORED
240,Sakhinana Sagar Srinivas,Author,Venkataramana Runkana,Author,AUTHORED
241,Caprag,Topic,Banking Sector,Topic,COVERS
241,Caprag,Topic,Financial Chatbots,Topic,COVERS
241,Caprag,Topic,Large Language Models,Topic,COVERS
241,Caprag,Topic,Customer Analysis Pipeline Retrieval-Augmented Generation,Topic,COVERS
241,Caprag,Topic,Vector Rag,Topic,COVERS
241,Caprag,Topic,Graph Rag,Topic,COVERS
241,Caprag,Topic,Cypher Query,Topic,COVERS
241,Caprag,Topic,Knowledge Base,Topic,COVERS
241,Caprag,Topic,Digital Banking,Topic,COVERS
241,Hamza Landolsi,Author,Caprag,Topic,AUTHORED
241,Kais Letaief,Author,Caprag,Topic,AUTHORED
241,Nizar Taghouti,Author,Caprag,Topic,AUTHORED
241,Ines Abdeljaouedtej,Author,Caprag,Topic,AUTHORED
242,Knowledge Pyramid Construction For Multi-Level Retrieval-Augmented Generation,Paper,Polyrag,Topic,INCLUDES
242,Knowledge Pyramid Construction For Multi-Level Retrieval-Augmented Generation,Paper,Retrieval-Augmented Generation,Topic,INCLUDES
242,Polyrag,Topic,Ontologies,Topic,COVERS
242,Polyrag,Topic,Knowledge Graphs,Topic,COVERS
242,Polyrag,Topic,Chunk-Based Raw Text,Topic,COVERS
242,Polyrag,Topic,Cross-Layer Augmentation Techniques,Topic,INCLUDES
242,Polyrag,Topic,Cross-Layer Filtering Methods,Topic,INCLUDES
242,Polyrag,Topic,Waterfall Model,Topic,INCLUDES
242,Polyrag,Topic,Domain-Specific Knowledge Retrieval,Topic,INCLUDES
242,Domain-Specific Knowledge Retrieval,Topic,Academic Domain,Topic,RELATED_TO
242,Domain-Specific Knowledge Retrieval,Topic,Financial Domain,Topic,RELATED_TO
242,Polyrag,Topic,Gpt-4,Topic,AUTHORED
242,Polyrag,Topic,Sota Methods,Topic,RELATED_TO
243,Rag-Gym,Topic,Guangzhi Xiong,Author,AUTHORED
243,Rag-Gym,Topic,Qiao Jin,Author,AUTHORED
243,Rag-Gym,Topic,Xiao Wang,Author,AUTHORED
243,Rag-Gym,Topic,Yin Fang,Author,AUTHORED
243,Rag-Gym,Topic,Haolin Liu,Author,AUTHORED
243,Rag-Gym,Topic,Yifan Yang,Author,AUTHORED
243,Rag-Gym,Topic,Fangyuan Chen,Author,AUTHORED
243,Rag-Gym,Topic,Zhixing Song,Author,AUTHORED
243,Rag-Gym,Topic,Dengyu Wang,Author,AUTHORED
243,Rag-Gym,Topic,Minjia Zhang,Author,AUTHORED
243,Rag-Gym,Topic,Zhiyong Lu,Author,AUTHORED
243,Rag-Gym,Topic,Aidong Zhang,Author,AUTHORED
243,Rag-Gym,Topic,Rag,Topic,RELATED_TO
243,Rag-Gym,Topic,Research,Topic,INCLUDES
243,Rag-Gym,Topic,Llms,Topic,RELATED_TO
243,Rag-Gym,Topic,Agentic Rag,Topic,RELATED_TO
243,Rag-Gym,Topic,Https://Rag-Gym.Github.Io/,Paper,COVERS
244,U-Niah,Topic,Large Language Models,Topic,COVERS
244,U-Niah,Topic,Retrieval-Augmented Generation,Topic,COVERS
244,U-Niah,Topic,Starlight Academy Dataset,Topic,COVERS
244,U-Niah,Topic,Yunfan Gao,Author,AUTHORED
244,U-Niah,Topic,Yun Xiong,Author,AUTHORED
244,U-Niah,Topic,Wenlong Wu,Author,AUTHORED
244,U-Niah,Topic,Zijing Huang,Author,AUTHORED
244,U-Niah,Topic,Bohan Li,Author,AUTHORED
244,U-Niah,Topic,Haofen Wang,Author,AUTHORED
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,Yikun Xian,Author,AUTHORED
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,Zuohui Fu,Author,AUTHORED
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,S Muthukrishnan,Author,AUTHORED
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,Gerard De Melo,Author,AUTHORED
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,Yongfeng Zhang,Author,AUTHORED
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,Policy-Guided Path Reasoning,Topic,INCLUDES
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,Knowledge Graphs,Topic,INCLUDES
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,Recommendation,Topic,INCLUDES
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,Reinforcement Learning,Topic,INCLUDES
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,Causal Inference,Topic,INCLUDES
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,Multi-Hop Scoring Function,Topic,INCLUDES
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,Graph Search Algorithm,Topic,INCLUDES
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper,Real-World Benchmark Datasets,Topic,INCLUDES
246,Forpkg: A Framework For Constructing Forestry Policy Knowledge Graph And Application Analysis,Paper,Policy Knowledge Graph,Topic,COVERS
246,Forpkg: A Framework For Constructing Forestry Policy Knowledge Graph And Application Analysis,Paper,Forestry Policy Domain Ontology,Topic,INCLUDES
246,Forpkg: A Framework For Constructing Forestry Policy Knowledge Graph And Application Analysis,Paper,Unsupervised Policy Information Extraction Method,Topic,INCLUDES
246,Forpkg: A Framework For Constructing Forestry Policy Knowledge Graph And Application Analysis,Paper,Forestry Policy Knowledge Graph,Topic,INCLUDES
246,Forpkg: A Framework For Constructing Forestry Policy Knowledge Graph And Application Analysis,Paper,Large Language Models,Topic,RELATED_TO
246,Forpkg: A Framework For Constructing Forestry Policy Knowledge Graph And Application Analysis,Paper,Open-Source Platform,Topic,RELATED_TO
246,Forpkg: A Framework For Constructing Forestry Policy Knowledge Graph And Application Analysis,Paper,Github,Topic,RELATED_TO
247,Incorporating External Knowledge In Large Language Models,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
247,Incorporating External Knowledge In Large Language Models,Topic,Task-Aware Key-Value (Kv) Cache Compression,Topic,RELATED_TO
247,Task-Aware Key-Value (Kv) Cache Compression,Topic,Longbench V2,Topic,RELATED_TO
247,Task-Aware Key-Value (Kv) Cache Compression,Topic,Giulio Corallo,Author,AUTHORED
247,Task-Aware Key-Value (Kv) Cache Compression,Topic,Orion Weller,Author,AUTHORED
247,Task-Aware Key-Value (Kv) Cache Compression,Topic,Fabio Petroni,Author,AUTHORED
247,Task-Aware Key-Value (Kv) Cache Compression,Topic,Paolo Papotti,Author,AUTHORED
248,Debate-Augmented Rag,Topic,Retrieval-Augmented Generation,Topic,COVERS
248,Debate-Augmented Rag,Topic,Hallucination On Hallucination,Topic,COVERS
248,Debate-Augmented Rag,Topic,Multi-Agent Debate,Topic,INCLUDES
248,Debate-Augmented Rag,Topic,Https://Github.Com/Huenao/Debate-Augmented-Rag,Paper,AUTHORED
248,Wentao Hu,Author,Debate-Augmented Rag,Topic,AUTHORED
248,Wengyu Zhang,Author,Debate-Augmented Rag,Topic,AUTHORED
248,Yiyang Jiang,Author,Debate-Augmented Rag,Topic,AUTHORED
248,Chen Jason Zhang,Author,Debate-Augmented Rag,Topic,AUTHORED
248,Xiaoyong Wei,Author,Debate-Augmented Rag,Topic,AUTHORED
248,Qing Li,Author,Debate-Augmented Rag,Topic,AUTHORED
249,A Rag Approach For Generating Competency Questions In Ontology Engineering,Paper,Competency Question Formulation,Topic,COVERS
249,A Rag Approach For Generating Competency Questions In Ontology Engineering,Paper,Large Language Models,Topic,COVERS
249,A Rag Approach For Generating Competency Questions In Ontology Engineering,Paper,Retrieval-Augmented Generation,Topic,COVERS
249,A Rag Approach For Generating Competency Questions In Ontology Engineering,Paper,Domain Knowledge Base,Topic,COVERS
249,A Rag Approach For Generating Competency Questions In Ontology Engineering,Paper,Gpt-4,Author,AUTHORED
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,David Nazareno Campo,Author,AUTHORED
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,Javier Conde,Author,AUTHORED
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,Lvaro Alonso,Author,AUTHORED
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,Gabriel Huecas,Author,AUTHORED
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,Joaqun Salvacha,Author,AUTHORED
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,Pedro Reviriego,Author,AUTHORED
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,Generative Artificial Intelligence,Topic,INCLUDES
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,Large Language Models,Topic,INCLUDES
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,Urban Foundation Models,Topic,INCLUDES
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,Retrieval Augmented Generation,Topic,INCLUDES
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,Fiware,Topic,INCLUDES
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,Madrid,Topic,INCLUDES
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper,Tourism Assistant,Topic,INCLUDES
251,Retrieval-Augmented Generation,Topic,Large Language Models,Topic,RELATED_TO
251,Multimodal Rag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
251,Ask In Any Modality: A Comprehensive Survey On Multimodal Retrieval-Augmented Generation,Paper,Mohammad Mahdi Abootorabi,Author,AUTHORED
251,Ask In Any Modality: A Comprehensive Survey On Multimodal Retrieval-Augmented Generation,Paper,Amirhosein Zobeiri,Author,AUTHORED
251,Ask In Any Modality: A Comprehensive Survey On Multimodal Retrieval-Augmented Generation,Paper,Mahdi Dehghani,Author,AUTHORED
251,Ask In Any Modality: A Comprehensive Survey On Multimodal Retrieval-Augmented Generation,Paper,Mohammadali Mohammadkhani,Author,AUTHORED
251,Ask In Any Modality: A Comprehensive Survey On Multimodal Retrieval-Augmented Generation,Paper,Bardia Mohammadi,Author,AUTHORED
251,Ask In Any Modality: A Comprehensive Survey On Multimodal Retrieval-Augmented Generation,Paper,Omid Ghahroodi,Author,AUTHORED
251,Ask In Any Modality: A Comprehensive Survey On Multimodal Retrieval-Augmented Generation,Paper,Mahdieh Soleymani Baghshah,Author,AUTHORED
251,Ask In Any Modality: A Comprehensive Survey On Multimodal Retrieval-Augmented Generation,Paper,Ehsaneddin Asgari,Author,AUTHORED
252,Retrieval-Augmented Machine Translation With Unstructured Knowledge,Paper,Ragtrans,Topic,COVERS
252,Ragtrans,Topic,Large Language Models,Topic,RELATED_TO
252,Ragtrans,Topic,Machine Translation,Topic,RELATED_TO
253,Dynamic Semantic Graph Construction And Reasoning For Explainable Multi-Hop Science Question Answering,Paper,Knowledge Retrieval And Reasoning,Topic,COVERS
253,Dynamic Semantic Graph Construction And Reasoning For Explainable Multi-Hop Science Question Answering,Paper,Multi-Hop Question Answering,Topic,COVERS
253,Dynamic Semantic Graph Construction And Reasoning For Explainable Multi-Hop Science Question Answering,Paper,Abstract Meaning Representation,Topic,COVERS
253,Dynamic Semantic Graph Construction And Reasoning For Explainable Multi-Hop Science Question Answering,Paper,Amr-Sg,Topic,COVERS
253,Dynamic Semantic Graph Construction And Reasoning For Explainable Multi-Hop Science Question Answering,Paper,Graph Convolution Network,Topic,COVERS
253,Dynamic Semantic Graph Construction And Reasoning For Explainable Multi-Hop Science Question Answering,Paper,Openbookqa,Topic,RELATED_TO
253,Dynamic Semantic Graph Construction And Reasoning For Explainable Multi-Hop Science Question Answering,Paper,Arc-Challenge,Topic,RELATED_TO
254,Crat,Topic,Large Language Models,Topic,COVERS
254,Crat,Topic,Meiqi Chen,Author,AUTHORED
254,Crat,Topic,Fandong Meng,Author,AUTHORED
254,Crat,Topic,Yingxue Zhang,Author,AUTHORED
254,Crat,Topic,Yan Zhang,Author,AUTHORED
254,Crat,Topic,Jie Zhou,Author,AUTHORED
255,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,Retrieval-Augmented Generation,Topic,COVERS
255,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,Large Language Model,Topic,COVERS
255,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,User-Controllable Rag Framework,Topic,COVERS
255,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,Accuracy-Cost Trade-Off,Topic,COVERS
255,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,Control Parameter Α,Topic,COVERS
255,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,Accuracy,Topic,COVERS
255,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,Retrieval Cost,Topic,COVERS
255,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,User Controllability,Topic,COVERS
255,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,Real-World Applications,Topic,COVERS
255,Jinyan Su,Author,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,AUTHORED
255,Jennifer Healey,Author,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,AUTHORED
255,Preslav Nakov,Author,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,AUTHORED
255,Claire Cardie,Author,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper,AUTHORED
256,"A Survey Of Large Language Models On Generative Graph Analytics: Query, Learning, And Applications",Paper,Large Language Models,Topic,COVERS
256,"A Survey Of Large Language Models On Generative Graph Analytics: Query, Learning, And Applications",Paper,Graph Analytics,Topic,COVERS
256,"A Survey Of Large Language Models On Generative Graph Analytics: Query, Learning, And Applications",Paper,Graph Query Processing,Topic,COVERS
256,"A Survey Of Large Language Models On Generative Graph Analytics: Query, Learning, And Applications",Paper,Graph Inference And Learning,Topic,COVERS
256,"A Survey Of Large Language Models On Generative Graph Analytics: Query, Learning, And Applications",Paper,Graph-Llm-Based Applications,Topic,COVERS
257,Neural-Symbolic Reasoning Over Knowledge Graph For Multi-Stage Explainable Recommendation,Paper,Recommender Systems,Topic,COVERS
257,Neural-Symbolic Reasoning Over Knowledge Graph For Multi-Stage Explainable Recommendation,Paper,Knowledge Graphs,Topic,COVERS
257,Neural-Symbolic Reasoning Over Knowledge Graph For Multi-Stage Explainable Recommendation,Paper,Deep Learning Models,Topic,COVERS
257,Neural-Symbolic Reasoning Over Knowledge Graph For Multi-Stage Explainable Recommendation,Paper,Rule-Based Symbolic Methods,Topic,COVERS
257,Neural-Symbolic Reasoning Over Knowledge Graph For Multi-Stage Explainable Recommendation,Paper,Nser,Topic,COVERS
257,Neural-Symbolic Reasoning Over Knowledge Graph For Multi-Stage Explainable Recommendation,Paper,Real-World Datasets,Topic,COVERS
258,Multimodal Knowledge Graphs,Topic,Recommendation Systems,Topic,RELATED_TO
258,Multimodal Knowledge Graphs,Topic,Visual Question Answering,Topic,RELATED_TO
258,Mkg Reasoning Models,Topic,Pretrained Transformer Models,Topic,RELATED_TO
258,Multimodal Pretrained Transformer,Topic,Knowledge Graph Reasoning,Topic,RELATED_TO
258,Graph Structure Guided Multimodal Pretrained Transformer,Paper,Sgmpt,Topic,AUTHORED
258,Sgmpt,Topic,Fb15K-237-Img,Topic,RELATED_TO
258,Sgmpt,Topic,Wn18-Img,Topic,RELATED_TO
259,Retrieval Meets Reasoning,Paper,Rmr,Topic,INCLUDES
259,Rmr,Topic,Scienceqa,Topic,RELATED_TO
259,Rmr,Topic,A-Okvqa,Topic,RELATED_TO
259,Rmr,Topic,Mmbench,Topic,RELATED_TO
259,Rmr,Topic,Seed,Topic,RELATED_TO
260,Retrieval-Augmented Generation (Rag),Topic,Large Language Models (Llms),Topic,RELATED_TO
260,Arena (Adaptive-Rewarded Evidence Navigation Agent),Topic,Large Language Models (Llms),Topic,COVERS
260,Arena (Adaptive-Rewarded Evidence Navigation Agent),Topic,Qwen2.5-7B-Instruct,Topic,INCLUDES
260,Arena (Adaptive-Rewarded Evidence Navigation Agent),Topic,Llama3.1-8B-Instruct,Topic,INCLUDES
260,Jingyi Ren,Author,Arena (Adaptive-Rewarded Evidence Navigation Agent),Topic,AUTHORED
260,Yekun Xu,Author,Arena (Adaptive-Rewarded Evidence Navigation Agent),Topic,AUTHORED
260,Xiaolong Wang,Author,Arena (Adaptive-Rewarded Evidence Navigation Agent),Topic,AUTHORED
260,Weitao Li,Author,Arena (Adaptive-Rewarded Evidence Navigation Agent),Topic,AUTHORED
260,Weizhi Ma,Author,Arena (Adaptive-Rewarded Evidence Navigation Agent),Topic,AUTHORED
260,Yang Liu,Author,Arena (Adaptive-Rewarded Evidence Navigation Agent),Topic,AUTHORED
261,Cbr-Rag,Topic,Retrieval-Augmented Generation,Topic,COVERS
